1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Woody,Aquatic,Fresh Water,Uncommon,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Fibrous,Smooth,Green,N/A,Scaly,Silver,N/A,Rough,Green,N/A,Needles,Terminal,Pedate (Palmate Divided Latteral Lobes),Serrulate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Rough,Green,N/A,Seeds,Nut,Gravity,Other,Spike,Avg. (1-5cm),Thread,Hairy & Smooth,Regular Interval,Musky,Perennial (Yearly),Smooth,Blue,Patches,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Hydragogue,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Cold Extract,Re-Roll,Edible,Ground,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog & Forest / Jungle,Rare,Large Patch (120+),Small (5-25cm),Creeper Vine,Radial,Fibrous,Smooth,Green,N/A,Rough,Brown,N/A,Rough,Yellow & Yellow,Solid,Needles,Random Interval,Lanceolate (Pointed at Both Ends),Undulate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Flaky,Blue,N/A,Seeds,Spore,Animal,Single,Complex,Small (5-10mm),Toothed,Dusty,Random Interval,Sweet,Perennial (Yearly),Smooth,Silver,Night Blooming & Iridescent,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Syrup,Insecticide,
Algae,Aquatic,Salt Water,Very Common,Solitary (1-2),Small (5-25cm),Creeper Vine,Ordered,Tubers,Flaky,Brown,N/A,Smooth,Grey,N/A,Smooth,Gold,N/A,None,Branch Points,Reniform (Kidney),Serate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Brown,N/A,Budding / Fragmentation,Spore,Animal,Other,Spike,Avg. (1-5cm),Oval,Smooth,Terminal,Musky,Perennial (Yearly),Smooth,Green,Iridescent & Spotted,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Tiny (<5cm),Creeper Vine,Random,Tap,Waxy,Green,N/A,Smooth,Green,N/A,Flaky,Green,N/A,Compound,Terminal,Digitate (Finger-Like Lobes),Lobate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Other,Violet,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Decoction,Antiphlogistic,
Woody,Sub-Terrestrial,Plains / Savannah,Rare,Large Patch (120+),Huge (>10m),Creeper Vine,Ordered,None,Flaky,Green,N/A,Smooth,Silver,N/A,Scaly,Green,N/A,Broad,Regular Interval,Flabellate (Fan Shaped),Lobate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+) & Clusters (6+),Scaly,Yellow,N/A,Suckers,Nut,Animal,Pairs,Bell,Avg. (1-5cm),Curly,Waxy,Branch Points,None,Other,Flaky,Brown,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Ground,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,Random,Fibrous,Flaky,White,N/A,Smooth,Brown,N/A,Smooth,Green,N/A,Compound,Branch Points,Spear-Shaped (Pointed Barbbed-Base),Spiny,Error: Roll Out of Range,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Scaly,Black,N/A,Seeds,Grain,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Ground,Hydragogue,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Radial,Fibrous,Waxy,Grey,N/A,Other,Green,N/A,Waxy,Red,N/A,Compound,Branch Points,Acicular (Needle),Serate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Rough,Violet,N/A,Seeds,Nut,Animal,Pairs,Bell,Avg. (1-5cm),Curly,Velvety,Branch Points,Sweet,Annual (Once),Rough,Yellow,Solid,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,Medicinal / Other,Wash,Antispasmodic,Non-Edible,N/A,N/A,Edible,Blanched,N/A,
Woody,Terrestrial,Plains / Savannah,Very Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Green,N/A,Smooth,Grey & White,Spotted,Smooth,Violet,N/A,Compound,Branch Points,Acuminate (Taper to Long Point),Smooth,Scaly,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Scaly,Gold,N/A,Budding / Fragmentation,Nut,Wind,Single,Bell,Avg. (1-5cm),Oval,Waxy,Branch Points,Sweet,Poly-Annual (2-7 Years),Smooth,Green,Solid & Blushed,10+,0,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Whole,Antispasmodic,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Powder,Anaphrodisiac,Nutritious / Tasty,Ground,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Green,N/A,Rough,Green,N/A,Smooth,Grey,N/A,Compound,Terminal,Elliptic (Oval Small or No Point),Lobate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Green,N/A,Seeds,Grain,Gravity,Spray,Bell,Large (5-10cm),Curly,Hairy,Random Interval,Foul,Annual (Once),Smooth,Grey,Solid,10+,1,Predaceous,Light,Non-Sentient,N/A,Medicinal / Other,Poultice,Stimulant,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Random,Tubers,Smooth,Silver,N/A,Scaly,Red & Green,Luminescent,Smooth,Yellow,N/A,Broad,Regular Interval,Obovate (Egg Narrow at Base),Sinuate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,Orange,N/A,Seeds,Grain,Animal,Bunches,Spike,Small (5-10mm),Thread,Waxy,Terminal,Sweet,Annual (Once),Waxy,Green,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Raw,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Steeped,N/A,
Woody,Terrestrial,Forest / Jungle,Very Common,Small Patch (1-12),Large (1-10m),Multiple Stems / Trunks,Random,Fibrous,Waxy,Brown,N/A,Smooth,Orange & Yellow,Phases,Waxy,Black,N/A,Broad,Random Interval & Branch Points,Rhomboid (Diamond),Sinuate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Orange,N/A,Seeds,Fruit,Animal,Spray,Sphere,Avg. (1-5cm),Blade,Waxy,Terminal & Random Interval,Sweet,Perennial (Yearly),Rough,Silver,Spotted,10+,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Grated,Disinfectant,Non-Edible,N/A,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Fungus,Terrestrial,Plains / Savannah,Very Common,Small Patch (1-12),Tiny (<5cm),Stem / Trunk,None,Tubers,Flaky,Black & Yellow,Solid,Smooth,Black,N/A,Smooth,Green & Yellow,Luminescent,Blades,Terminal,Cuneate (Wedge Accute Base),Sinuate,Hairy,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Smooth,Red & Green,Stripes & Patches,Seeds,Spore,Wind,Other,Funnel,Small (5-10mm),Thread,Hairy,Branch Points,Sweet,Other,Smooth,White,Night Blooming,4-9,0,Decay,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible & Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Nutritious / Tasty,Steeped,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Tap,Smooth,Red,N/A,Smooth,Violet,N/A,Smooth,Grey & Silver,Solid,Broad,Stem / Trunk,Truncate (Squared off Apex),Smooth,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Rough,Yellow,N/A,Seeds,Grain,Wind,Spray,Complex,Tiny (<5mm),Round,Hairy,Regular Interval,None,Poly-Annual (2-7 Years),Smooth,White,Iridescent,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Extract,Emmenagogue,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Plains / Savannah & Forest / Jungle,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,None,Fibrous,Smooth,Brown,N/A,Smooth,Brown,N/A,Smooth,Silver,N/A,Broad,Terminal,Aristate (Spine-Like Tip),Crenate,Scaly,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Blue,N/A,Suckers,Grain,Wind,Other,Cone,Avg. (1-5cm),Curly,Hairy,Terminal,None,Perennial (Yearly),Waxy,Orange,Stripes,1-3,0,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Powder,Irritant,Medicinal / Other,Infusion,Aperient,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle & Desert / Waste,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Other,Yellow,N/A,Flaky,Yellow,N/A,Smooth,Yellow,N/A,Broad,Branch Points,Rhomboid (Diamond),Sinuate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Other,Violet,N/A,Seeds & Seeds,Spore,Wind,Bunches,Spike,Small (5-10mm),Oval,Waxy,Regular Interval,Other / Specific,Annual (Once),Smooth,Black,Luminescent,10+,5+,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Juice,Antiperodic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Essence,Irritant,Medicinal / Other,Syrup,Insecticide,
Herbaceous,Aquatic,Salt Water,Uncommon,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Ordered,Rhizoid,Scaly,Green,N/A,Smooth,Silver,N/A,Other,Brown,N/A,Compound,Terminal,Poly-Foliate (2-7 Leaflets),Sinuate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Waxy,Yellow,N/A,Seeds,Fruit,Gravity,Other,Sphere,Small (5-10mm),Curly,Veined,Terminal,Sweet,Annual (Once),Smooth,Grey & Copper,Solid,4-9,5+,Symbiotic,Touch,Non-Sentient,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Raw,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Insecticide,Edible,Dried,N/A,
Herbaceous,Sub-Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Yellow,N/A,Rough,Green,N/A,Smooth,Yellow,N/A,Broad,Branch Points,Reniform (Kidney),Undulate,Smooth,None,Whorls (3-5),Waxy,Black,N/A,Seeds,Fruit,Animal,Other,Disc,Avg. (1-5cm),Toothed,Smooth,Random Interval,Foul,Perennial (Yearly),Rough,Copper,Spotted,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Essence,Diuretic,Medicinal / Other,Cold Compress,Antipyretic,N/A,N/A,N/A,Edible,Ground,N/A,Medicinal / Other,Other,Digestive,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Rare,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Random,Tap,Smooth,Black,N/A,Smooth,White,N/A,Smooth,Silver,N/A,Compound,Terminal,Cordate (Heart Stem in Cleft),Denticulate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Smooth,Orange,N/A,Seeds,Fruit,Animal,Bunches,Complex,Avg. (1-5cm),Round,Smooth,Terminal,None,Poly-Annual (2-7 Years),Smooth,Brown & Green,Luminescent,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Ground,N/A,Medicinal / Other,Bath,Rubefacient,Medicinal / Other,Powder,Balsam,N/A,N/A,N/A,Medicinal / Other,Rubbed,Caustic,Medicinal / Other,Powder,Re-Roll,
Herbaceous,Aquatic,Salt Water,Common,Large Patch (120+),Large (1-10m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Copper,N/A,Rough,Brown,N/A,Smooth,Grey,N/A,Compound,Terminal,Rhomboid (Diamond),Dentate,VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+) & Clusters (6+),Waxy,Grey,N/A,Suckers,Grain,Wind,Spray,Spike,Avg. (1-5cm),Blade,Velvety,Regular Interval,Sweet,Annual (Once),Smooth,Green,Phases,4-9,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Purgative,Medicinal / Other,Ointment,Antitussive,Edible,Dried,N/A,
Herbaceous,Avian,Forest / Jungle & Mountains,Uncommon,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,None,Fibrous,Waxy,Copper,N/A,Waxy,Green,N/A,Smooth,Red,N/A,Broad,Terminal,Cuneate (Wedge Accute Base),Sinuate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Smooth,Brown,N/A,Suckers,Grain,Gravity,Compound,Spike,Small (5-10mm),Toothed,Waxy,Branch Points,Sweet,Perennial (Yearly),Waxy,Yellow,Stripes,4-9,2-4,Symbiotic,Heat,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Refridgerant,Medicinal / Other,Ground,Hypnotic,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Medicinal / Other,Rubbed,Anthelmintic,
Herbaceous,Aquatic,Fresh Water,Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Ordered,Fibrous,Waxy,Green & Green,Mottled,Waxy,Brown,N/A,Smooth,White,N/A,Compound,Stem / Trunk,Obovate (Egg Narrow at Base),Denticulate & Smooth,Waxy,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Blue,N/A,Seeds,Grain,Gravity,Compound,Bell,Avg. (1-5cm),Toothed,Waxy,Regular Interval,Foul,Annual (Once),Flaky,Copper,Mimicry,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Infusion,Anthelmintic,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Crushed,Stimulant,
Woody,Terrestrial,Hills / Scrub,Rare,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Tap,Waxy,Green,N/A,Smooth,Green,N/A,Scaly,Blue,N/A,Needles,Branch Points,Digitate (Finger-Like Lobes),Sinuate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Flaky,Brown,N/A,Seeds,Nut,Animal,Single,Cone,Avg. (1-5cm),Blade,Velvety,Branch Points,Sweet,Perennial (Yearly),Rough,Green,Patches,0,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Ground,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Extract,Antifungal,Edible,Ground,N/A,Non-Edible,N/A,N/A,
Fungus,Terrestrial,Forest / Jungle & Plains / Savannah,Uncommon,Small Patch (1-12),Tiny (<5cm),Stem / Trunk,None,Rhizoid,Smooth,Green,N/A,Flaky,Yellow,N/A,Smooth,Red,N/A,Broad,Terminal,Cordate (Heart Stem in Cleft),Smooth,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Scaly,White,N/A,Seeds,Spore,Wind,Bunches,Disc,Avg. (1-5cm),Oval,Veined,Terminal,Musky,Annual (Once),Waxy,Silver,Blushed,4-9,2-4,Predaceous,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Medicinal / Other,Bath,Narcotic,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Blanched,N/A,
Woody,Terrestrial,Desert / Waste,Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Random,Fibrous,Flaky,Red,N/A,Waxy,Blue,N/A,Scaly,Green,N/A,Needles,Terminal,Orbicular (Circular),Denticulate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Waxy,White,N/A,Seeds,Fruit,Animal,Single,Cone,Large (5-10cm),Oval,Velvety,Regular Interval,Sweet,Annual (Once),Flaky,Yellow,Night Closing,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,Edible,Raw,N/A,Medicinal / Other,Poultice,Hydragogue,Medicinal / Other,Essence,Antiperodic,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Random,Tap,Flaky,Grey & Green,Translucent,Smooth,White,N/A,Smooth,Yellow,N/A,Broad,Random Interval,Pedate (Palmate Divided Latteral Lobes),Serrulate,Sticky,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Blue,N/A,Seeds,Fruit,Animal,Spray,Bell,Avg. (1-5cm),Blade,Velvety,Stem / Trunk,Musky,Poly-Annual (2-7 Years),Smooth,Yellow,Solid,0,1,Predaceous,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Vapor / Smoke,Cholagouge,Nutritious / Tasty,Roasted,N/A,
Woody,Terrestrial,Tundra & Tundra,Common,Medium Patch (12-120),Large (1-10m),Creeper Vine,Random,Advantageous,Scaly,Blue,N/A,Flaky,Gold,N/A,Rough,Green & Green,Stripes,Compound,Regular Interval,Obtuse (Bluntly Tipped),Ciliate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Scaly,Violet,N/A,Seeds,Nut,Animal,Bunches,Bell,Small (5-10mm),Toothed,Smooth,Regular Interval,Sweet,Perennial (Yearly),Smooth,Green,Spotted & Mottled,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Medicinal / Other,Ointment,Calmative,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Medicinal / Other,Juice,Oil,Non-Edible,N/A,N/A,
Woody,Avian,Forest / Jungle,Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk & Stem / Trunk,Ordered,Fibrous,Scaly,Grey,N/A,Scaly,Orange,N/A,Smooth,Gold,N/A,Compound,Random Interval,Palmate (Hand-Like),Sinuate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Waxy,Brown & Violet,Spotted,Seeds,Fruit,Animal,Single,Bell,Small (5-10mm),Wavy,Veined,Terminal,Musky,Perennial (Yearly),Scaly,Copper,Solid,10+,0,Photo / Chemo-Synthetic,Mobile,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Ground,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Ordered,Bulb,Smooth,Brown,N/A,Smooth,Brown,N/A,Smooth,Grey,N/A,Needles,Terminal,Cuneate (Wedge Accute Base),Lobate,Smooth,None,Clusters (6+),Smooth,Copper,N/A,Seeds,Nut,Animal,Single,Disc,Small (5-10mm),Curly,Smooth,Terminal,Sweet,Perennial (Yearly),Smooth,Black,Luminescent,10+,0,Parasitic,Light & Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Glue,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Cold Extract,Deodorant,
Woody,Terrestrial,Plains / Savannah & Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Advantageous,Smooth,Copper,N/A,Smooth,Silver,N/A,Waxy,Yellow,N/A,Broad,Random Interval,Reniform (Kidney),Smooth,Sticky,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Scaly,Green,N/A,Seeds,Fruit,Animal,Bunches,Funnel,Large (5-10cm),Toothed,Smooth,Terminal,None,Poly-Annual (2-7 Years),Scaly,Brown,Solid,4-9,0,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Crushed,Restorative,Edible,Blanched,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,
Herbaceous,Sub-Terrestrial,Forest / Jungle,Very Common,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,Ordered,Bulb,Rough,Brown,N/A,Flaky,Yellow,N/A,Smooth & Smooth,Blue & Black,Luminescent,Compound,Branch Points,Orbicular (Circular),Smooth,Smooth,None,Clusters (6+),Smooth,Yellow,N/A,Suckers,Spore,Wind,Pairs,Bell,Small (5-10mm),Blade,Smooth,Stem / Trunk,Musky,Annual (Once),Smooth,Red,Solid,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Rubbed,Caustic,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Essence,Nephretic,Medicinal / Other,Juice,Anesthetic,
Herbaceous,Terrestrial,Forest / Jungle & Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Smooth,Blue,N/A,Rough,Green,N/A,Waxy,Green,N/A,None,Terminal,Poly-Foliate (2-7 Leaflets),Lobate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,White,N/A,Budding / Fragmentation,Grain,Animal,Compound,Disc,Avg. (1-5cm),Blade,Sticky,Regular Interval,None,Annual (Once),Smooth,Yellow,Iridescent,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Antinauseant,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Waxy,Red,N/A,Smooth,Green,N/A,Smooth,Gold,N/A,Blades,Random Interval,Lanceolate (Pointed at Both Ends) & Spatulate (Spoon),Undulate,Hairy,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Green,N/A,Suckers,Grain,Gravity,Spray,Funnel,Small (5-10mm),Curly,Veined,Regular Interval,None,Annual (Once),Flaky,Brown,Stripes,4-9,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Abortifacient,Medicinal / Other,Juice,Restorative,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Extract,Irritant,Medicinal / Other,Cold Compress,Dye,
Woody,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Tap,Flaky,Gold,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Broad,Terminal,Spear-Shaped (Pointed Barbbed-Base),Serate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Rough,Yellow,N/A,Seeds,Nut,Gravity,Single,Complex,Small (5-10mm),Feathery,Smooth,Terminal,Musky,Annual (Once),Waxy,Black,Solid,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
